nombre_pelicula;director;id_sala;id_cine;ts;precio
Configurable hybrid knowledgebase;Beverly Robinson;993;670;2023-08-05 03:14:08.000;4000
Horizontal clear-thinking secured line;Daniel Johnson;929;377;2024-03-09 04:43:51.000;10000
Inverse methodical superstructure;Jacob Harris;671;926;2023-09-08 02:58:18.000;10000
Reduced logistical policy;Renee Wong;328;303;2023-10-30 15:55:10.000;10000
Business-focused asynchronous challenge;Megan Miller;795;805;2023-10-06 14:26:01.000;6000
Persistent object-oriented hierarchy;Samuel Meza;332;23;2024-05-01 05:26:22.000;10000
Implemented high-level open system;Isaiah Roman;823;940;2022-09-18 06:24:02.000;4000
Self-enabling disintermediate process improvement;Holly Brown;631;47;2024-03-28 01:11:45.000;4000
Universal zero-defect info-mediaries;Anthony Newton;41;971;2023-04-05 20:02:37.000;6000
Programmable system-worthy focus group;Isaiah Carter;510;577;2022-10-28 14:02:22.000;6000
Seamless analyzing frame;Reginald Roman;407;112;2024-06-18 12:42:41.000;6000
Public-key content-based complexity;Alicia Davenport;136;892;2023-08-07 07:58:09.000;6000
Upgradable well-modulated matrix;Nicholas Mcgee;602;993;2023-02-06 08:07:11.000;6000
Horizontal modular extranet;Dawn Hill;396;38;2023-07-08 08:48:55.000;10000
Ameliorated client-server migration;Jessica Bailey;168;534;2023-10-15 15:41:46.000;6000
Implemented demand-driven Graphic Interface;Johnathan Martin;375;616;2024-04-12 01:20:30.000;4000
Enterprise-wide transitional secured line;Christine Vazquez;589;93;2023-11-21 11:57:11.000;10000
Exclusive radical pricing structure;Adam Floyd;532;307;2024-05-31 08:27:39.000;10000
Balanced actuating access;Carlos Ward;600;77;2023-02-04 20:18:34.000;6000
Stand-alone 24hour info-mediaries;Christopher Lester;431;387;2022-08-15 17:10:56.000;10000
User-friendly intangible encoding;Jose Smith;914;660;2023-02-09 10:42:02.000;4000
Right-sized heuristic conglomeration;Scott Walker;388;615;2022-08-04 04:24:12.000;4000
Vision-oriented asynchronous firmware;Joseph Johnson;520;88;2023-05-12 07:32:55.000;6000
Multi-lateral even-keeled interface;Austin Adams;214;868;2023-12-12 07:46:34.000;4000
Switchable clear-thinking orchestration;Caitlin Carlson;826;226;2023-06-10 02:20:02.000;4000
Inverse 3rdgeneration utilization;Patricia Crosby;454;402;2022-07-08 10:42:20.000;4000
Focused responsive project;Christopher Mayo;290;291;2023-05-23 05:35:59.000;10000
Realigned didactic hub;Tammy Smith;990;70;2024-05-18 17:07:20.000;10000
Visionary value-added flexibility;Kristina Cooper;4;566;2023-06-20 11:09:26.000;6000
Versatile cohesive moratorium;John Patel;261;21;2023-08-01 18:47:56.000;4000
Polarized fault-tolerant emulation;Robin Smith;510;807;2023-11-24 19:56:04.000;6000
Up-sized asymmetric utilization;Gary Blair;939;827;2023-07-25 13:52:29.000;10000
Stand-alone uniform utilization;Samantha Jackson;869;532;2022-11-11 17:32:57.000;6000
Intuitive 24/7 orchestration;Janice Berg;479;110;2023-02-28 05:32:24.000;4000
